id_student,code_module,code_presentation,assessment_type,weight,date,date_submitted,score,final_result,is_banked,num_of_prev_attempts,date_diff
69346,FFF,2013J,CMA,0.0,236.0,19,90.0,Withdrawn,0,0,217.0
69346,FFF,2013J,CMA,0.0,236.0,20,97.0,Withdrawn,0,0,216.0
69439,FFF,2014J,TMA,12.5,24.0,23,56.0,Withdrawn,0,0,1.0
69439,FFF,2014J,TMA,12.5,52.0,52,72.0,Withdrawn,0,0,0.0
69439,FFF,2014J,CMA,0.0,241.0,11,75.0,Withdrawn,0,0,230.0
69494,CCC,2014B,CMA,2.0,18.0,20,0.0,Withdrawn,0,0,-2.0
69494,CCC,2014J,TMA,9.0,32.0,45,62.0,Withdrawn,0,1,-13.0
69494,CCC,2014J,CMA,2.0,18.0,21,0.0,Withdrawn,0,1,-3.0
69494,CCC,2014J,CMA,7.0,67.0,69,0.0,Withdrawn,0,1,-2.0
69494,CCC,2014J,CMA,8.0,144.0,147,0.0,Withdrawn,0,1,-3.0
70214,CCC,2014J,CMA,2.0,18.0,21,33.0,Withdrawn,0,0,-3.0
70771,CCC,2014B,CMA,2.0,18.0,20,50.0,Withdrawn,0,0,-2.0
70827,EEE,2014J,TMA,16.0,33.0,38,62.0,Withdrawn,0,0,-5.0
73584,BBB,2014J,TMA,0.0,19.0,4,1.0,Withdrawn,0,1,15.0
73584,BBB,2014J,TMA,10.0,54.0,53,55.0,Withdrawn,0,1,1.0
73874,BBB,2014J,TMA,0.0,19.0,19,100.0,Withdrawn,0,2,0.0
73874,BBB,2014J,TMA,10.0,54.0,51,85.0,Withdrawn,0,2,3.0
73874,BBB,2014J,TMA,20.0,110.0,109,68.0,Withdrawn,0,2,1.0
74290,CCC,2014B,CMA,2.0,18.0,20,10.0,Withdrawn,0,0,-2.0
74290,CCC,2014J,CMA,2.0,18.0,-1,10.0,Withdrawn,1,1,19.0
76081,DDD,2014B,TMA,10.0,25.0,24,61.0,Withdrawn,0,0,1.0
76081,DDD,2014B,TMA,12.5,53.0,47,83.0,Withdrawn,0,0,6.0
76081,DDD,2014B,TMA,17.5,74.0,79,65.0,Withdrawn,0,0,-5.0
76579,EEE,2013J,TMA,16.0,33.0,33,69.0,Withdrawn,0,0,0.0
77241,DDD,2013J,TMA,10.0,25.0,25,61.0,Withdrawn,0,0,0.0
77241,DDD,2013J,TMA,12.5,53.0,53,81.0,Withdrawn,0,0,0.0
77241,DDD,2013J,TMA,17.5,88.0,115,0.0,Withdrawn,0,0,-27.0
77998,FFF,2013B,TMA,12.5,19.0,19,76.0,Withdrawn,0,1,0.0
77998,FFF,2013B,TMA,12.5,47.0,46,90.0,Withdrawn,0,1,1.0
77998,FFF,2013B,TMA,25.0,89.0,89,50.0,Withdrawn,0,1,0.0
77998,FFF,2013B,TMA,25.0,131.0,131,51.0,Withdrawn,0,1,0.0
77998,FFF,2013B,CMA,0.0,222.0,578,86.0,Withdrawn,0,1,-356.0
77998,FFF,2013B,CMA,0.0,222.0,584,93.0,Withdrawn,0,1,-362.0
77998,FFF,2013B,CMA,0.0,222.0,578,80.0,Withdrawn,0,1,-356.0
78255,BBB,2013J,TMA,5.0,19.0,17,76.0,Withdrawn,0,1,2.0
79403,AAA,2014J,TMA,10.0,19.0,22,72.0,Withdrawn,0,0,-3.0
79403,AAA,2014J,TMA,20.0,54.0,53,60.0,Withdrawn,0,0,1.0
79403,AAA,2014J,TMA,20.0,117.0,128,50.0,Withdrawn,0,0,-11.0
79461,CCC,2014B,TMA,9.0,32.0,32,56.0,Withdrawn,0,0,0.0
79461,CCC,2014B,TMA,22.0,151.0,157,43.0,Withdrawn,0,0,-6.0
79461,CCC,2014B,TMA,22.0,200.0,200,43.0,Withdrawn,0,0,0.0
79461,CCC,2014B,CMA,2.0,18.0,20,40.0,Withdrawn,0,0,-2.0
79461,CCC,2014B,CMA,7.0,67.0,69,26.0,Withdrawn,0,0,-2.0
79461,CCC,2014B,CMA,8.0,137.0,139,11.0,Withdrawn,0,0,-2.0
79461,CCC,2014B,CMA,8.0,207.0,209,17.0,Withdrawn,0,0,-2.0
79683,FFF,2014B,TMA,12.5,24.0,24,66.0,Withdrawn,0,0,0.0
79683,FFF,2014B,TMA,12.5,52.0,52,48.0,Withdrawn,0,0,0.0
80329,CCC,2014B,CMA,2.0,18.0,20,60.0,Withdrawn,0,0,-2.0
80329,DDD,2013J,TMA,10.0,25.0,25,73.0,Withdrawn,0,1,0.0
80329,DDD,2013J,TMA,17.5,88.0,88,38.0,Withdrawn,0,1,0.0
80448,GGG,2013J,TMA,0.0,124.0,123,63.0,Withdrawn,0,0,1.0
80448,GGG,2013J,TMA,0.0,173.0,173,65.0,Withdrawn,0,0,0.0
80448,GGG,2013J,CMA,0.0,229.0,129,100.0,Withdrawn,0,0,100.0
80448,GGG,2013J,CMA,0.0,229.0,129,60.0,Withdrawn,0,0,100.0
80448,GGG,2013J,CMA,0.0,229.0,178,80.0,Withdrawn,0,0,51.0
80491,CCC,2014J,TMA,9.0,32.0,32,86.0,Withdrawn,0,0,0.0
80491,CCC,2014J,TMA,22.0,109.0,116,58.0,Withdrawn,0,0,-7.0
80491,CCC,2014J,TMA,22.0,158.0,158,19.0,Withdrawn,0,0,0.0
80491,CCC,2014J,CMA,2.0,18.0,21,78.0,Withdrawn,0,0,-3.0
80491,CCC,2014J,CMA,8.0,144.0,147,18.0,Withdrawn,0,0,-3.0
80886,FFF,2013B,TMA,12.5,19.0,19,92.0,Withdrawn,0,0,0.0
80886,FFF,2013B,CMA,0.0,222.0,18,98.0,Withdrawn,0,0,204.0
80886,FFF,2013B,CMA,0.0,222.0,23,87.0,Withdrawn,0,0,199.0
81754,GGG,2014B,TMA,0.0,61.0,61,68.0,Withdrawn,0,1,0.0
81754,GGG,2014B,CMA,0.0,222.0,103,100.0,Withdrawn,0,1,119.0
82201,FFF,2014B,TMA,12.5,24.0,31,68.0,Withdrawn,0,0,-7.0
82201,FFF,2014B,TMA,12.5,52.0,61,62.0,Withdrawn,0,0,-9.0
83453,CCC,2014B,CMA,2.0,18.0,20,30.0,Withdrawn,0,0,-2.0
84299,CCC,2014B,TMA,9.0,32.0,31,54.0,Withdrawn,0,0,1.0
84299,CCC,2014B,TMA,22.0,102.0,102,29.0,Withdrawn,0,0,0.0
84299,CCC,2014B,CMA,2.0,18.0,20,50.0,Withdrawn,0,0,-2.0
84299,CCC,2014B,CMA,7.0,67.0,69,68.0,Withdrawn,0,0,-2.0
84299,CCC,2014B,CMA,8.0,137.0,139,54.0,Withdrawn,0,0,-2.0
84605,DDD,2013J,TMA,10.0,25.0,25,81.0,Withdrawn,0,0,0.0
84605,DDD,2013J,TMA,12.5,53.0,60,90.0,Withdrawn,0,0,-7.0
84605,DDD,2013J,TMA,17.5,88.0,88,90.0,Withdrawn,0,0,0.0
85241,FFF,2014J,TMA,12.5,24.0,22,48.0,Withdrawn,0,0,2.0
85325,DDD,2013J,TMA,10.0,25.0,28,59.0,Withdrawn,0,0,-3.0
85874,FFF,2014B,TMA,12.5,24.0,23,78.0,Withdrawn,0,0,1.0
85874,FFF,2014B,TMA,12.5,52.0,52,80.0,Withdrawn,0,0,0.0
85874,FFF,2014B,CMA,0.0,227.0,47,70.0,Withdrawn,0,0,180.0
85874,FFF,2014B,CMA,0.0,227.0,82,68.0,Withdrawn,0,0,145.0
86047,CCC,2014B,TMA,9.0,32.0,38,48.0,Withdrawn,0,0,-6.0
86047,CCC,2014B,CMA,2.0,18.0,20,0.0,Withdrawn,0,0,-2.0
86291,BBB,2013B,TMA,5.0,19.0,72,87.0,Withdrawn,0,0,-53.0
86538,FFF,2013B,TMA,12.5,19.0,22,78.0,Withdrawn,0,0,-3.0
86538,FFF,2013B,TMA,12.5,47.0,47,56.0,Withdrawn,0,0,0.0
86538,FFF,2013B,TMA,25.0,89.0,89,65.0,Withdrawn,0,0,0.0
86538,FFF,2013B,CMA,0.0,222.0,81,73.0,Withdrawn,0,0,141.0
86538,FFF,2013B,CMA,0.0,222.0,95,79.0,Withdrawn,0,0,127.0
86538,FFF,2013B,CMA,0.0,222.0,128,61.0,Withdrawn,0,0,94.0
87431,AAA,2014J,TMA,10.0,19.0,40,50.0,Withdrawn,0,0,-21.0
87431,AAA,2014J,TMA,20.0,54.0,75,58.0,Withdrawn,0,0,-21.0
87431,AAA,2014J,TMA,20.0,117.0,138,42.0,Withdrawn,0,0,-21.0
88340,BBB,2014B,TMA,5.0,12.0,11,63.0,Withdrawn,0,0,1.0
88340,BBB,2014B,TMA,18.0,40.0,39,61.0,Withdrawn,0,0,1.0
88340,BBB,2014B,CMA,1.0,47.0,49,80.0,Withdrawn,0,0,-2.0
88340,BBB,2014B,CMA,1.0,82.0,84,100.0,Withdrawn,0,0,-2.0
91040,CCC,2014J,TMA,22.0,109.0,109,60.0,Withdrawn,0,0,0.0
91040,CCC,2014J,CMA,2.0,18.0,21,67.0,Withdrawn,0,0,-3.0
91040,CCC,2014J,CMA,7.0,67.0,69,28.0,Withdrawn,0,0,-2.0
91040,CCC,2014J,CMA,8.0,144.0,147,15.0,Withdrawn,0,0,-3.0
91354,DDD,2013J,TMA,10.0,25.0,-1,77.0,Withdrawn,1,1,26.0
91354,DDD,2013J,TMA,12.5,53.0,-1,73.0,Withdrawn,1,1,54.0
91801,FFF,2014J,TMA,12.5,24.0,22,76.0,Withdrawn,0,1,2.0
91801,FFF,2014J,CMA,0.0,241.0,11,62.0,Withdrawn,0,1,230.0
92274,BBB,2013B,TMA,5.0,19.0,18,67.0,Withdrawn,0,0,1.0
92274,BBB,2013B,TMA,18.0,47.0,49,45.0,Withdrawn,0,0,-2.0
92274,BBB,2013B,TMA,18.0,89.0,89,40.0,Withdrawn,0,0,0.0
92274,BBB,2013B,CMA,1.0,54.0,60,100.0,Withdrawn,0,0,-6.0
92274,BBB,2013B,CMA,1.0,89.0,95,80.0,Withdrawn,0,0,-6.0
94961,AAA,2013J,TMA,10.0,19.0,17,74.0,Withdrawn,0,0,2.0
94978,CCC,2014J,TMA,9.0,32.0,32,64.0,Withdrawn,0,0,0.0
94978,CCC,2014J,CMA,2.0,18.0,21,78.0,Withdrawn,0,0,-3.0
94978,CCC,2014J,CMA,7.0,67.0,69,67.0,Withdrawn,0,0,-2.0
95356,DDD,2013B,TMA,7.5,25.0,25,41.0,Withdrawn,0,0,0.0
95356,DDD,2013B,TMA,12.5,81.0,81,39.0,Withdrawn,0,0,0.0
95356,DDD,2013B,TMA,15.0,116.0,116,20.0,Withdrawn,0,0,0.0
95356,DDD,2013B,TMA,15.0,200.0,200,54.0,Withdrawn,0,0,0.0
95356,DDD,2013B,CMA,2.0,23.0,25,43.0,Withdrawn,0,0,-2.0
95356,DDD,2013B,CMA,3.0,51.0,54,67.0,Withdrawn,0,0,-3.0
95356,DDD,2013B,CMA,3.0,79.0,81,50.0,Withdrawn,0,0,-2.0
95356,DDD,2013B,CMA,4.0,114.0,117,58.0,Withdrawn,0,0,-3.0
95356,DDD,2013B,CMA,4.0,149.0,152,69.0,Withdrawn,0,0,-3.0
95356,DDD,2013B,CMA,3.0,170.0,173,67.0,Withdrawn,0,0,-3.0
95356,DDD,2014B,TMA,10.0,25.0,29,33.0,Withdrawn,0,1,-4.0
95356,DDD,2014B,TMA,17.5,74.0,72,30.0,Withdrawn,0,1,2.0
