code_module,region,id_student,studied_credits,final_result
BBB,East Anglian Region,587071,120,Fail
BBB,East Anglian Region,592624,120,Pass
BBB,East Anglian Region,593930,60,Withdrawn
BBB,East Anglian Region,594468,60,Pass
BBB,East Anglian Region,596451,60,Pass
BBB,East Anglian Region,601706,60,Withdrawn
BBB,East Anglian Region,605595,60,Fail
BBB,East Anglian Region,610449,120,Withdrawn
BBB,East Anglian Region,2411595,60,Pass
BBB,East Anglian Region,2444641,60,Fail
BBB,East Anglian Region,2584834,60,Pass
BBB,East Anglian Region,2631545,150,Fail
BBB,East Anglian Region,2656860,120,Withdrawn
BBB,East Anglian Region,72400,120,Distinction
BBB,East Anglian Region,130013,60,Pass
BBB,East Anglian Region,374515,60,Withdrawn
BBB,East Anglian Region,381525,60,Withdrawn
BBB,East Anglian Region,423652,120,Distinction
BBB,East Anglian Region,510141,120,Fail
BBB,East Anglian Region,537698,60,Pass
BBB,East Anglian Region,547268,60,Withdrawn
BBB,East Anglian Region,556012,60,Fail
BBB,East Anglian Region,561060,120,Pass
BBB,East Anglian Region,612212,120,Fail
BBB,East Anglian Region,627680,60,Withdrawn
BBB,East Anglian Region,2444501,120,Withdrawn
BBB,East Anglian Region,2446599,120,Pass
BBB,East Anglian Region,165498,270,Withdrawn
BBB,East Anglian Region,292813,120,Withdrawn
BBB,East Anglian Region,342192,90,Pass
BBB,East Anglian Region,511001,180,Pass
BBB,East Anglian Region,556290,120,Withdrawn
BBB,East Anglian Region,561979,120,Pass
BBB,East Anglian Region,572538,60,Pass
BBB,East Anglian Region,582460,60,Pass
BBB,East Anglian Region,586818,60,Fail
BBB,East Anglian Region,601706,120,Pass
BBB,East Anglian Region,608319,60,Withdrawn
BBB,East Anglian Region,610385,60,Pass
BBB,East Anglian Region,627968,300,Fail
BBB,East Anglian Region,652906,60,Withdrawn
BBB,East Anglian Region,653086,60,Distinction
BBB,East Anglian Region,677230,60,Withdrawn
BBB,East Anglian Region,677879,60,Fail
BBB,East Anglian Region,683987,60,Pass
BBB,East Anglian Region,686822,60,Pass
BBB,East Anglian Region,689069,60,Fail
BBB,East Anglian Region,692384,60,Withdrawn
BBB,East Anglian Region,694554,120,Withdrawn
BBB,East Anglian Region,2103305,120,Withdrawn
BBB,East Anglian Region,2694919,120,Pass
BBB,East Midlands Region,151697,60,Pass
BBB,East Midlands Region,296408,180,Withdrawn
BBB,East Midlands Region,374102,60,Fail
BBB,East Midlands Region,386348,120,Pass
BBB,East Midlands Region,393327,120,Withdrawn
BBB,East Midlands Region,408112,60,Pass
BBB,East Midlands Region,444926,180,Pass
BBB,East Midlands Region,466810,60,Pass
BBB,East Midlands Region,497278,60,Withdrawn
BBB,East Midlands Region,509901,120,Fail
BBB,East Midlands Region,518879,60,Pass
BBB,East Midlands Region,529118,120,Withdrawn
BBB,East Midlands Region,534765,120,Pass
BBB,East Midlands Region,2458984,60,Pass
BBB,East Midlands Region,2616787,90,Pass
BBB,East Midlands Region,240993,60,Pass
BBB,East Midlands Region,243851,60,Pass
BBB,East Midlands Region,272617,60,Withdrawn
BBB,East Midlands Region,389471,60,Fail
BBB,East Midlands Region,393327,60,Pass
BBB,East Midlands Region,467179,100,Withdrawn
BBB,East Midlands Region,475594,210,Fail
BBB,East Midlands Region,484301,60,Pass
BBB,East Midlands Region,519622,180,Fail
BBB,East Midlands Region,529597,120,Fail
BBB,East Midlands Region,530514,60,Pass
BBB,East Midlands Region,566339,60,Pass
BBB,East Midlands Region,573831,60,Pass
BBB,East Midlands Region,585764,60,Withdrawn
BBB,East Midlands Region,585963,60,Fail
BBB,East Midlands Region,593871,90,Pass
BBB,East Midlands Region,597255,60,Withdrawn
BBB,East Midlands Region,600856,60,Distinction
BBB,East Midlands Region,601346,60,Distinction
BBB,East Midlands Region,605691,60,Withdrawn
BBB,East Midlands Region,605832,60,Pass
BBB,East Midlands Region,608623,60,Pass
BBB,East Midlands Region,2464683,90,Pass
BBB,East Midlands Region,125055,60,Pass
BBB,East Midlands Region,571897,120,Pass
BBB,East Midlands Region,581647,120,Withdrawn
BBB,East Midlands Region,610589,180,Withdrawn
BBB,East Midlands Region,621322,60,Pass
BBB,East Midlands Region,626386,60,Withdrawn
BBB,East Midlands Region,631132,60,Fail
BBB,East Midlands Region,631563,120,Fail
BBB,East Midlands Region,1840034,60,Pass
BBB,East Midlands Region,150398,60,Distinction
BBB,East Midlands Region,269510,60,Fail
BBB,East Midlands Region,272617,60,Withdrawn
BBB,East Midlands Region,379720,60,Pass
BBB,East Midlands Region,503663,60,Withdrawn
BBB,East Midlands Region,522478,210,Fail
BBB,East Midlands Region,571395,60,Fail
BBB,East Midlands Region,573130,60,Pass
BBB,East Midlands Region,576445,120,Withdrawn
BBB,East Midlands Region,585963,60,Withdrawn
BBB,East Midlands Region,599323,60,Fail
BBB,East Midlands Region,641540,120,Withdrawn
BBB,East Midlands Region,641992,60,Withdrawn
BBB,East Midlands Region,643608,60,Withdrawn
BBB,East Midlands Region,649351,60,Withdrawn
BBB,East Midlands Region,677338,120,Withdrawn
BBB,East Midlands Region,682289,120,Withdrawn
BBB,East Midlands Region,690967,60,Pass
BBB,East Midlands Region,694682,180,Withdrawn
BBB,Ireland,2418877,60,Withdrawn
BBB,Ireland,437030,120,Withdrawn
BBB,Ireland,530753,60,Fail
BBB,Ireland,577376,90,Pass
BBB,Ireland,604196,60,Pass
BBB,Ireland,613199,120,Withdrawn
BBB,Ireland,514031,180,Pass
BBB,Ireland,552931,120,Withdrawn
BBB,Ireland,613199,120,Pass
BBB,Ireland,624661,60,Pass
BBB,Ireland,2418877,120,Fail
BBB,Ireland,612750,60,Pass
BBB,Ireland,643953,120,Fail
BBB,Ireland,695049,60,Pass
BBB,Ireland,2594368,60,Pass
BBB,London Region,79378,120,Fail
BBB,London Region,120994,70,Fail
BBB,London Region,143741,120,Distinction
BBB,London Region,377759,120,Pass
BBB,London Region,380151,60,Withdrawn
BBB,London Region,398965,120,Withdrawn
BBB,London Region,505595,210,Withdrawn
BBB,London Region,513210,120,Withdrawn
BBB,London Region,543165,120,Pass
BBB,London Region,546909,60,Fail
BBB,London Region,550898,60,Fail
BBB,London Region,555552,120,Withdrawn
BBB,London Region,555909,60,Withdrawn
BBB,London Region,2035022,120,Pass
BBB,London Region,2481224,120,Pass
BBB,London Region,55026,60,Pass
BBB,London Region,98720,60,Pass
BBB,London Region,268589,90,Pass
BBB,London Region,280151,210,Fail
BBB,London Region,385820,120,Pass
BBB,London Region,397590,60,Fail
BBB,London Region,401319,60,Withdrawn
BBB,London Region,505595,60,Withdrawn
BBB,London Region,552399,60,Distinction
BBB,London Region,555061,90,Fail
BBB,London Region,567033,120,Distinction
BBB,London Region,570970,105,Withdrawn
BBB,London Region,572416,60,Pass
BBB,London Region,582806,60,Withdrawn
BBB,London Region,584534,120,Withdrawn
BBB,London Region,599016,60,Pass
BBB,London Region,599423,120,Withdrawn
BBB,London Region,600121,120,Pass
BBB,London Region,601551,60,Fail
BBB,London Region,305373,150,Fail
BBB,London Region,567963,60,Pass
BBB,London Region,572378,240,Withdrawn
BBB,London Region,590408,60,Fail
BBB,London Region,607436,180,Withdrawn
BBB,London Region,615018,60,Withdrawn
BBB,London Region,616332,60,Withdrawn
BBB,London Region,617287,60,Fail
BBB,London Region,624427,120,Withdrawn
BBB,London Region,632302,60,Pass
BBB,London Region,1829654,60,Fail
BBB,London Region,2184026,60,Withdrawn
BBB,London Region,474408,120,Pass
BBB,London Region,499790,60,Pass
BBB,London Region,505595,60,Withdrawn
BBB,London Region,575892,60,Withdrawn
BBB,London Region,606531,120,Fail
BBB,London Region,637295,120,Withdrawn
BBB,London Region,653027,60,Fail
BBB,London Region,654796,120,Withdrawn
BBB,London Region,675161,120,Withdrawn
BBB,London Region,677922,60,Pass
BBB,London Region,678144,60,Fail
BBB,London Region,678244,60,Pass
BBB,London Region,681710,120,Fail
BBB,London Region,689329,60,Fail
BBB,North Region,532534,60,Fail
BBB,North Region,2575914,60,Withdrawn
BBB,North Region,413052,60,Withdrawn
BBB,North Region,491097,120,Fail
BBB,North Region,290914,120,Distinction
BBB,North Region,2575914,120,Pass
BBB,North Region,228909,60,Withdrawn
BBB,North Western Region,186780,120,Withdrawn
BBB,North Western Region,187793,120,Fail
BBB,North Western Region,235097,60,Fail
BBB,North Western Region,262294,60,Withdrawn
BBB,North Western Region,422752,60,Withdrawn
BBB,North Western Region,475688,120,Pass
BBB,North Western Region,483243,135,Pass
BBB,North Western Region,500659,120,Withdrawn
BBB,North Western Region,513016,60,Withdrawn
BBB,North Western Region,530226,120,Pass
BBB,North Western Region,553840,60,Distinction
BBB,North Western Region,557827,60,Fail
BBB,North Western Region,2287671,120,Withdrawn
BBB,North Western Region,2466123,60,Withdrawn
BBB,North Western Region,2528966,120,Pass
BBB,North Western Region,27759,120,Fail
BBB,North Western Region,184236,60,Withdrawn
BBB,North Western Region,261332,60,Fail
BBB,North Western Region,340661,120,Withdrawn
BBB,North Western Region,355591,210,Withdrawn
BBB,North Western Region,363151,655,Withdrawn
BBB,North Western Region,370307,150,Withdrawn
BBB,North Western Region,492229,60,Withdrawn
BBB,North Western Region,513076,120,Fail
BBB,North Western Region,516926,60,Fail
BBB,North Western Region,546196,120,Pass
BBB,North Western Region,566392,150,Fail
BBB,North Western Region,578264,120,Withdrawn
BBB,North Western Region,582878,60,Pass
BBB,North Western Region,588504,120,Withdrawn
BBB,North Western Region,596964,60,Pass
BBB,North Western Region,604079,120,Withdrawn
BBB,North Western Region,604939,60,Fail
BBB,North Western Region,611046,120,Withdrawn
BBB,North Western Region,75118,150,Withdrawn
BBB,North Western Region,76196,120,Withdrawn
BBB,North Western Region,235097,120,Withdrawn
BBB,North Western Region,262294,120,Fail
BBB,North Western Region,321346,120,Pass
BBB,North Western Region,508470,60,Pass
BBB,North Western Region,567273,60,Withdrawn
BBB,North Western Region,597316,120,Pass
BBB,North Western Region,606335,120,Withdrawn
BBB,North Western Region,615218,60,Fail
BBB,North Western Region,618673,120,Fail
BBB,North Western Region,618882,60,Pass
BBB,North Western Region,623055,60,Pass
BBB,North Western Region,624544,90,Withdrawn
BBB,North Western Region,624879,60,Withdrawn
BBB,North Western Region,626806,60,Withdrawn
BBB,North Western Region,627252,60,Withdrawn
BBB,North Western Region,628580,120,Distinction
BBB,North Western Region,628827,60,Fail
BBB,North Western Region,630476,60,Withdrawn
BBB,North Western Region,631190,120,Withdrawn
BBB,North Western Region,631197,60,Withdrawn
BBB,North Western Region,1863244,120,Fail
BBB,North Western Region,2392789,60,Pass
BBB,North Western Region,418206,120,Withdrawn
BBB,North Western Region,513751,60,Pass
BBB,North Western Region,546250,60,Pass
BBB,North Western Region,572496,60,Pass
BBB,North Western Region,601285,60,Withdrawn
BBB,North Western Region,651925,120,Pass
BBB,North Western Region,674501,60,Withdrawn
BBB,North Western Region,683140,60,Pass
BBB,North Western Region,689298,120,Fail
BBB,North Western Region,690902,180,Pass
BBB,North Western Region,695631,60,Pass
BBB,North Western Region,2251500,60,Fail
BBB,Scotland,27891,120,Withdrawn
BBB,Scotland,34353,120,Fail
BBB,Scotland,50993,60,Fail
BBB,Scotland,127209,180,Withdrawn
BBB,Scotland,252340,120,Fail
BBB,Scotland,277733,60,Pass
BBB,Scotland,399792,150,Fail
BBB,Scotland,525942,60,Withdrawn
BBB,Scotland,541013,60,Pass
BBB,Scotland,542259,60,Withdrawn
BBB,Scotland,548097,60,Fail
BBB,Scotland,548791,60,Pass
BBB,Scotland,551172,120,Withdrawn
BBB,Scotland,551770,60,Pass
BBB,Scotland,552749,60,Fail
BBB,Scotland,555747,60,Pass
BBB,Scotland,555880,60,Fail
BBB,Scotland,1436591,60,Distinction
BBB,Scotland,2415962,120,Withdrawn
BBB,Scotland,2425333,60,Fail
BBB,Scotland,139549,60,Pass
BBB,Scotland,235258,210,Withdrawn
BBB,Scotland,280140,60,Fail
BBB,Scotland,306964,60,Pass
BBB,Scotland,342685,60,Pass
BBB,Scotland,392060,60,Distinction
BBB,Scotland,475241,60,Fail
BBB,Scotland,482680,75,Pass
BBB,Scotland,488908,120,Withdrawn
BBB,Scotland,491279,60,Pass
BBB,Scotland,503516,60,Fail
BBB,Scotland,514776,60,Fail
BBB,Scotland,525877,60,Withdrawn
BBB,Scotland,558983,60,Fail
BBB,Scotland,575290,120,Pass
BBB,Scotland,587923,120,Pass
BBB,Scotland,588685,120,Withdrawn
BBB,Scotland,595854,60,Pass
BBB,Scotland,600541,60,Withdrawn
BBB,Scotland,602011,120,Withdrawn
BBB,Scotland,1541133,150,Fail
BBB,Scotland,1939695,60,Distinction
BBB,Scotland,2192113,60,Withdrawn
BBB,Scotland,2585937,165,Pass
BBB,Scotland,27891,120,Fail
BBB,Scotland,365111,75,Withdrawn
BBB,Scotland,525942,120,Fail
BBB,Scotland,555015,180,Distinction
BBB,Scotland,570437,60,Distinction
BBB,Scotland,575251,120,Withdrawn
BBB,Scotland,588685,120,Fail
BBB,Scotland,602011,120,Fail
BBB,Scotland,606313,75,Pass
BBB,Scotland,623069,60,Fail
BBB,Scotland,1341507,60,Distinction
BBB,Scotland,1560989,60,Withdrawn
BBB,Scotland,1732219,60,Pass
BBB,Scotland,2087747,60,Pass
BBB,Scotland,2300913,300,Fail
BBB,Scotland,74574,120,Withdrawn
BBB,Scotland,191459,60,Fail
BBB,Scotland,365111,120,Fail
BBB,Scotland,412343,60,Fail
BBB,Scotland,417971,120,Withdrawn
BBB,Scotland,419924,60,Withdrawn
BBB,Scotland,485853,180,Withdrawn
BBB,Scotland,492676,120,Pass
BBB,Scotland,495786,60,Fail
BBB,Scotland,518389,180,Pass
BBB,Scotland,553196,120,Withdrawn
BBB,Scotland,636302,60,Pass
BBB,Scotland,638997,60,Pass
BBB,Scotland,648693,60,Distinction
BBB,Scotland,653059,60,Fail
BBB,Scotland,675085,60,Pass
BBB,Scotland,680471,120,Fail
BBB,Scotland,684704,60,Pass
BBB,Scotland,688130,60,Pass
BBB,Scotland,688144,60,Withdrawn
BBB,Scotland,689131,60,Pass
BBB,Scotland,692164,60,Pass
BBB,Scotland,1432518,120,Fail
BBB,Scotland,1560989,150,Fail
BBB,Scotland,1733023,60,Distinction
BBB,Scotland,2192113,60,Withdrawn
BBB,Scotland,2414945,60,Fail
BBB,Scotland,2497189,120,Withdrawn
BBB,Scotland,2497624,120,Pass
BBB,South East Region,442466,240,Pass
BBB,South East Region,468949,60,Pass
BBB,South East Region,472182,120,Withdrawn
BBB,South East Region,488929,60,Withdrawn
BBB,South East Region,496220,60,Pass
BBB,South East Region,499067,60,Fail
BBB,South East Region,505417,120,Withdrawn
BBB,South East Region,516057,60,Pass
BBB,South East Region,542562,150,Withdrawn
BBB,South East Region,548488,60,Withdrawn
BBB,South East Region,548885,60,Distinction
BBB,South East Region,552039,60,Distinction
BBB,South East Region,553125,120,Distinction
BBB,South East Region,553807,60,Withdrawn
BBB,South East Region,559350,60,Pass
BBB,South East Region,2293443,120,Distinction
BBB,South East Region,125874,60,Withdrawn
BBB,South East Region,291544,60,Distinction
BBB,South East Region,325887,60,Pass
BBB,South East Region,388052,60,Pass
BBB,South East Region,467330,150,Withdrawn
BBB,South East Region,508047,120,Withdrawn
BBB,South East Region,542562,270,Withdrawn
BBB,South East Region,578447,60,Pass
BBB,South East Region,580540,120,Pass
BBB,South East Region,583240,120,Fail
BBB,South East Region,589508,60,Distinction
BBB,South East Region,593898,90,Pass
BBB,South East Region,597451,120,Withdrawn
BBB,South East Region,598901,120,Withdrawn
BBB,South East Region,599037,60,Pass
BBB,South East Region,602666,120,Withdrawn
BBB,South East Region,603113,120,Withdrawn
BBB,South East Region,605207,120,Pass
BBB,South East Region,1778145,60,Pass
BBB,South East Region,2620432,120,Withdrawn
BBB,South East Region,63721,60,Distinction
BBB,South East Region,349401,180,Withdrawn
BBB,South East Region,511506,60,Fail
BBB,South East Region,515648,60,Withdrawn
BBB,South East Region,542562,240,Withdrawn
BBB,South East Region,543963,180,Withdrawn
BBB,South East Region,553807,180,Fail
BBB,South East Region,614601,60,Pass
BBB,South East Region,625493,60,Withdrawn
BBB,South East Region,1508708,90,Fail
BBB,South East Region,2246708,60,Withdrawn
BBB,South East Region,114402,90,Distinction
BBB,South East Region,125874,60,Withdrawn
BBB,South East Region,254313,240,Withdrawn
BBB,South East Region,395169,60,Withdrawn
BBB,South East Region,497084,60,Pass
BBB,South East Region,578551,60,Pass
BBB,South East Region,584664,120,Withdrawn
BBB,South East Region,602666,90,Pass
BBB,South East Region,603113,60,Pass
BBB,South East Region,678702,60,Withdrawn
BBB,South East Region,684687,60,Pass
BBB,South East Region,684931,60,Pass
BBB,South East Region,695405,60,Fail
BBB,South East Region,697065,60,Withdrawn
BBB,South East Region,2603534,60,Withdrawn
BBB,South Region,108377,120,Pass
BBB,South Region,262454,120,Fail
BBB,South Region,299561,60,Withdrawn
BBB,South Region,341509,180,Pass
BBB,South Region,390442,60,Distinction
BBB,South Region,395229,330,Fail
BBB,South Region,447759,60,Pass
BBB,South Region,479267,120,Withdrawn
BBB,South Region,511527,60,Fail
BBB,South Region,527020,120,Pass
BBB,South Region,534671,60,Withdrawn
BBB,South Region,536205,60,Pass
BBB,South Region,536510,60,Withdrawn
BBB,South Region,545521,60,Withdrawn
BBB,South Region,553508,120,Pass
BBB,South Region,2231614,120,Distinction
BBB,South Region,2291598,90,Pass
BBB,South Region,2322046,60,Withdrawn
BBB,South Region,152867,60,Withdrawn
BBB,South Region,198339,60,Withdrawn
BBB,South Region,245987,60,Pass
BBB,South Region,274247,60,Fail
BBB,South Region,299561,60,Withdrawn
BBB,South Region,345083,60,Withdrawn
BBB,South Region,386889,60,Pass
BBB,South Region,468482,60,Withdrawn
BBB,South Region,489320,60,Pass
BBB,South Region,495035,60,Pass
BBB,South Region,509390,120,Fail
BBB,South Region,517016,60,Fail
BBB,South Region,521341,120,Pass
BBB,South Region,545521,60,Withdrawn
BBB,South Region,564958,60,Pass
BBB,South Region,583012,60,Pass
BBB,South Region,586535,120,Pass
BBB,South Region,593189,90,Fail
BBB,South Region,595672,120,Fail
BBB,South Region,2001687,60,Pass
BBB,South Region,2072166,60,Withdrawn
BBB,South Region,2273256,180,Withdrawn
BBB,South Region,2680885,60,Distinction
BBB,South Region,250123,120,Distinction
BBB,South Region,384884,120,Pass
BBB,South Region,558595,60,Pass
BBB,South Region,586111,120,Fail
BBB,South Region,599769,150,Fail
BBB,South Region,620408,60,Distinction
BBB,South Region,622867,60,Fail
BBB,South Region,624799,60,Fail
BBB,South Region,627403,120,Fail
BBB,South Region,629538,60,Withdrawn
BBB,South Region,631442,60,Fail
BBB,South Region,2133207,120,Pass
BBB,South Region,2230457,60,Withdrawn
BBB,South Region,58520,120,Withdrawn
BBB,South Region,440912,120,Withdrawn
BBB,South Region,515329,120,Pass
BBB,South Region,537640,60,Distinction
BBB,South Region,582694,60,Withdrawn
BBB,South Region,591159,60,Withdrawn
BBB,South Region,600606,60,Pass
BBB,South Region,646798,60,Pass
BBB,South Region,652886,90,Pass
BBB,South Region,655878,60,Withdrawn
BBB,South Region,657099,120,Fail
BBB,South Region,692609,60,Distinction
BBB,South Region,693269,90,Withdrawn
BBB,South Region,695356,60,Withdrawn
BBB,South Region,696634,60,Withdrawn
BBB,South West Region,183806,225,Fail
BBB,South West Region,288380,120,Fail
BBB,South West Region,486282,120,Fail
BBB,South West Region,493515,135,Fail
BBB,South West Region,501955,120,Fail
BBB,South West Region,502088,120,Fail
BBB,South West Region,503878,180,Withdrawn
BBB,South West Region,521903,120,Fail
BBB,South West Region,524769,150,Withdrawn
BBB,South West Region,533324,120,Pass
BBB,South West Region,545697,60,Pass
BBB,South West Region,550208,60,Withdrawn
BBB,South West Region,555338,60,Withdrawn
BBB,South West Region,556986,60,Withdrawn
BBB,South West Region,2303034,60,Fail
BBB,South West Region,30091,60,Pass
BBB,South West Region,178963,120,Pass
BBB,South West Region,264842,120,Withdrawn
BBB,South West Region,278794,60,Pass
BBB,South West Region,316076,60,Pass
BBB,South West Region,467606,60,Withdrawn
BBB,South West Region,501637,120,Pass
BBB,South West Region,502621,120,Withdrawn
BBB,South West Region,503878,180,Fail
BBB,South West Region,510650,120,Withdrawn
BBB,South West Region,555346,60,Pass
BBB,South West Region,585915,60,Fail
BBB,South West Region,607861,60,Withdrawn
BBB,South West Region,1018682,120,Fail
BBB,South West Region,1503056,120,Pass
BBB,South West Region,283978,150,Fail
BBB,South West Region,356386,60,Fail
BBB,South West Region,429777,120,Withdrawn
BBB,South West Region,435282,60,Fail
BBB,South West Region,621303,60,Fail
BBB,South West Region,626123,60,Distinction
BBB,South West Region,630345,60,Fail
BBB,South West Region,633650,60,Pass
BBB,South West Region,2417841,60,Withdrawn
BBB,South West Region,2641682,60,Fail
BBB,South West Region,2687644,60,Withdrawn
BBB,South West Region,26734,90,Fail
BBB,South West Region,98452,120,Withdrawn
BBB,South West Region,108859,60,Pass
BBB,South West Region,322574,60,Fail
BBB,South West Region,469803,120,Withdrawn
BBB,South West Region,521164,60,Fail
BBB,South West Region,552698,60,Fail
BBB,South West Region,601882,120,Withdrawn
BBB,South West Region,606027,60,Pass
BBB,South West Region,626159,60,Pass
BBB,South West Region,645678,120,Pass
BBB,South West Region,678213,60,Withdrawn
BBB,South West Region,680453,60,Pass
BBB,South West Region,689727,60,Pass
BBB,South West Region,696348,60,Fail
BBB,South West Region,2213814,60,Withdrawn
BBB,South West Region,2399380,180,Withdrawn
BBB,Wales,193822,60,Pass
BBB,Wales,341229,60,Fail
BBB,Wales,482945,60,Withdrawn
BBB,Wales,495674,120,Fail
BBB,Wales,512180,120,Fail
BBB,Wales,522383,120,Fail
BBB,Wales,527382,60,Withdrawn
BBB,Wales,531573,120,Fail
BBB,Wales,542260,60,Fail
BBB,Wales,543124,60,Pass
BBB,Wales,543180,60,Pass
BBB,Wales,547873,60,Pass
BBB,Wales,551053,60,Withdrawn
BBB,Wales,554206,180,Pass
BBB,Wales,562495,120,Fail
BBB,Wales,51301,60,Withdrawn
BBB,Wales,251815,90,Fail
BBB,Wales,485006,60,Pass
BBB,Wales,485439,60,Withdrawn
BBB,Wales,550941,120,Pass
BBB,Wales,573208,60,Pass
BBB,Wales,573275,60,Fail
BBB,Wales,574708,60,Fail
BBB,Wales,581826,60,Withdrawn
BBB,Wales,583007,60,Fail
BBB,Wales,591895,120,Withdrawn
BBB,Wales,598202,60,Fail
BBB,Wales,599644,120,Fail
BBB,Wales,600476,120,Fail
BBB,Wales,2271743,180,Withdrawn
BBB,Wales,88340,60,Withdrawn
BBB,Wales,183287,90,Withdrawn
BBB,Wales,190565,60,Pass
BBB,Wales,483485,60,Pass
BBB,Wales,505899,60,Pass
BBB,Wales,513077,120,Fail
BBB,Wales,551053,120,Fail
BBB,Wales,588592,240,Withdrawn
BBB,Wales,599207,60,Pass
BBB,Wales,613703,75,Fail
BBB,Wales,618151,60,Pass
BBB,Wales,619161,60,Fail
BBB,Wales,630090,60,Fail
BBB,Wales,635755,60,Distinction
BBB,Wales,635793,60,Withdrawn
BBB,Wales,2271743,180,Fail
BBB,Wales,2534954,60,Pass
BBB,Wales,2592923,60,Fail
BBB,Wales,369234,60,Fail
BBB,Wales,485439,60,Withdrawn
BBB,Wales,536767,60,Fail
BBB,Wales,554599,60,Pass
BBB,Wales,586561,90,Withdrawn
BBB,Wales,598395,60,Withdrawn
BBB,Wales,599644,60,Withdrawn
BBB,Wales,615165,180,Withdrawn
BBB,Wales,622573,120,Pass
BBB,Wales,653295,60,Withdrawn
BBB,Wales,678623,90,Fail
BBB,Wales,687060,60,Fail
BBB,Wales,692553,60,Fail
BBB,Wales,694190,60,Pass
BBB,Wales,696527,120,Withdrawn
BBB,Wales,2232976,60,Withdrawn
BBB,West Midlands Region,126411,60,Fail
BBB,West Midlands Region,232745,180,Withdrawn
BBB,West Midlands Region,285633,120,Fail
BBB,West Midlands Region,360489,240,Withdrawn
BBB,West Midlands Region,372624,300,Withdrawn
BBB,West Midlands Region,397763,60,Withdrawn
BBB,West Midlands Region,427704,120,Pass
BBB,West Midlands Region,500836,240,Fail
BBB,West Midlands Region,515311,120,Pass
BBB,West Midlands Region,519602,60,Pass
BBB,West Midlands Region,528175,150,Withdrawn
