code_module,region,id_student,studied_credits,final_result
AAA,East Anglian Region,2689958,60,Distinction
AAA,East Anglian Region,2694424,120,Pass
AAA,East Anglian Region,26192,60,Distinction
AAA,East Anglian Region,58071,60,Pass
AAA,East Anglian Region,65002,60,Fail
AAA,East Anglian Region,101116,60,Pass
AAA,East Anglian Region,130034,60,Pass
AAA,East Anglian Region,131390,60,Pass
AAA,East Anglian Region,135335,120,Withdrawn
AAA,East Anglian Region,135471,60,Distinction
AAA,East Anglian Region,146503,120,Pass
AAA,East Anglian Region,155984,120,Pass
AAA,East Anglian Region,164944,60,Pass
AAA,East Anglian Region,175772,270,Withdrawn
AAA,East Anglian Region,199636,60,Pass
AAA,East Anglian Region,263251,60,Pass
AAA,East Anglian Region,263543,60,Pass
AAA,East Anglian Region,268733,120,Fail
AAA,East Anglian Region,274947,120,Withdrawn
AAA,East Anglian Region,275792,60,Pass
AAA,East Anglian Region,281077,60,Pass
AAA,East Anglian Region,285315,60,Pass
AAA,East Anglian Region,287040,90,Pass
AAA,East Anglian Region,295060,60,Fail
AAA,East Anglian Region,311659,120,Fail
AAA,East Anglian Region,328734,180,Withdrawn
AAA,East Anglian Region,329659,60,Fail
AAA,East Anglian Region,341876,120,Withdrawn
AAA,East Anglian Region,346118,120,Pass
AAA,East Anglian Region,350939,60,Pass
AAA,East Anglian Region,364957,60,Pass
AAA,East Anglian Region,377546,120,Distinction
AAA,East Anglian Region,383723,60,Pass
AAA,East Anglian Region,384725,60,Pass
AAA,East Anglian Region,402727,60,Pass
AAA,East Anglian Region,409703,120,Pass
AAA,East Anglian Region,431025,150,Fail
AAA,East Anglian Region,470982,120,Pass
AAA,East Anglian Region,485962,120,Pass
AAA,East Anglian Region,593987,180,Fail
AAA,East Anglian Region,623840,120,Pass
AAA,East Anglian Region,630142,120,Withdrawn
AAA,East Anglian Region,1469279,120,Withdrawn
AAA,East Anglian Region,1472925,60,Pass
AAA,East Anglian Region,2358969,60,Pass
AAA,East Anglian Region,2375975,60,Pass
AAA,East Anglian Region,2398313,60,Pass
AAA,East Anglian Region,2432796,60,Pass
AAA,East Anglian Region,2514898,60,Pass
AAA,East Anglian Region,2581477,60,Pass
AAA,East Anglian Region,2584873,120,Pass
AAA,East Anglian Region,2654628,60,Pass
AAA,East Midlands Region,77367,60,Pass
AAA,East Midlands Region,106577,60,Pass
AAA,East Midlands Region,118983,120,Pass
AAA,East Midlands Region,127582,180,Pass
AAA,East Midlands Region,141355,240,Pass
AAA,East Midlands Region,155854,60,Pass
AAA,East Midlands Region,159954,60,Withdrawn
AAA,East Midlands Region,228222,60,Pass
AAA,East Midlands Region,229361,60,Pass
AAA,East Midlands Region,241729,60,Fail
AAA,East Midlands Region,262011,60,Pass
AAA,East Midlands Region,293699,120,Pass
AAA,East Midlands Region,307061,60,Pass
AAA,East Midlands Region,319047,60,Pass
AAA,East Midlands Region,380953,60,Pass
AAA,East Midlands Region,1402638,60,Pass
AAA,East Midlands Region,1894188,60,Pass
AAA,East Midlands Region,2268379,60,Pass
AAA,East Midlands Region,2312620,60,Withdrawn
AAA,East Midlands Region,2376496,120,Pass
AAA,East Midlands Region,2449878,60,Pass
AAA,East Midlands Region,2518069,60,Pass
AAA,East Midlands Region,2606098,60,Pass
AAA,East Midlands Region,2639449,120,Pass
AAA,East Midlands Region,2641155,60,Pass
AAA,East Midlands Region,2685865,60,Pass
AAA,East Midlands Region,2698257,120,Pass
AAA,East Midlands Region,62487,60,Pass
AAA,East Midlands Region,159954,60,Withdrawn
AAA,East Midlands Region,174745,60,Pass
AAA,East Midlands Region,199897,60,Pass
AAA,East Midlands Region,235068,60,Pass
AAA,East Midlands Region,273346,60,Pass
AAA,East Midlands Region,277123,60,Fail
AAA,East Midlands Region,289449,60,Pass
AAA,East Midlands Region,338407,60,Pass
AAA,East Midlands Region,348807,60,Pass
AAA,East Midlands Region,351336,60,Pass
AAA,East Midlands Region,398349,60,Pass
AAA,East Midlands Region,481022,180,Fail
AAA,East Midlands Region,569505,60,Distinction
AAA,East Midlands Region,1471214,60,Pass
AAA,East Midlands Region,1576513,60,Distinction
AAA,East Midlands Region,1609002,60,Pass
AAA,East Midlands Region,2148681,90,Pass
AAA,East Midlands Region,2355470,120,Pass
AAA,East Midlands Region,2397661,60,Pass
AAA,East Midlands Region,2540168,60,Withdrawn
AAA,East Midlands Region,2595841,60,Fail
AAA,East Midlands Region,2630087,210,Withdrawn
AAA,East Midlands Region,2642935,60,Distinction
AAA,Ireland,71361,60,Pass
AAA,Ireland,104476,60,Pass
AAA,Ireland,172112,60,Pass
AAA,Ireland,172797,60,Pass
AAA,Ireland,227517,180,Fail
AAA,Ireland,343446,120,Pass
AAA,Ireland,386924,120,Pass
AAA,Ireland,580389,120,Pass
AAA,Ireland,1801229,60,Pass
AAA,Ireland,1976139,120,Pass
AAA,Ireland,2574528,60,Pass
AAA,Ireland,303521,60,Pass
AAA,Ireland,375260,60,Pass
AAA,Ireland,411971,60,Pass
AAA,Ireland,418731,90,Fail
AAA,Ireland,429858,300,Distinction
AAA,Ireland,447481,60,Pass
AAA,Ireland,696073,60,Pass
AAA,Ireland,2158048,60,Withdrawn
AAA,London Region,102952,60,Pass
AAA,London Region,151358,150,Pass
AAA,London Region,155550,420,Pass
AAA,London Region,183947,180,Pass
AAA,London Region,185439,120,Fail
AAA,London Region,195262,60,Withdrawn
AAA,London Region,200860,60,Pass
AAA,London Region,227499,60,Distinction
AAA,London Region,228082,60,Pass
AAA,London Region,231554,240,Pass
AAA,London Region,240712,80,Pass
AAA,London Region,242793,60,Pass
AAA,London Region,260355,60,Withdrawn
AAA,London Region,279572,60,Distinction
AAA,London Region,306897,60,Pass
AAA,London Region,334259,150,Fail
AAA,London Region,365244,120,Pass
AAA,London Region,388722,60,Pass
AAA,London Region,441888,120,Pass
AAA,London Region,444677,60,Distinction
AAA,London Region,508818,120,Pass
AAA,London Region,1035023,60,Pass
AAA,London Region,1488959,60,Pass
AAA,London Region,1618738,60,Pass
AAA,London Region,2065691,330,Withdrawn
AAA,London Region,2073016,60,Withdrawn
AAA,London Region,2139353,120,Withdrawn
AAA,London Region,2182846,60,Pass
AAA,London Region,2339528,60,Distinction
AAA,London Region,2369266,60,Pass
AAA,London Region,2429854,120,Withdrawn
AAA,London Region,2458355,60,Pass
AAA,London Region,2521459,60,Pass
AAA,London Region,2613116,60,Pass
AAA,London Region,2650282,60,Pass
AAA,London Region,2671132,60,Pass
AAA,London Region,85302,60,Pass
AAA,London Region,107489,60,Pass
AAA,London Region,108872,60,Pass
AAA,London Region,117818,60,Pass
AAA,London Region,175447,60,Pass
AAA,London Region,260355,120,Withdrawn
AAA,London Region,275674,60,Withdrawn
AAA,London Region,310412,60,Pass
AAA,London Region,334441,60,Fail
AAA,London Region,375646,120,Pass
AAA,London Region,400682,60,Pass
AAA,London Region,424577,120,Pass
AAA,London Region,488382,180,Withdrawn
AAA,London Region,514526,120,Withdrawn
AAA,London Region,544253,120,Pass
AAA,London Region,548120,60,Pass
AAA,London Region,598070,60,Withdrawn
AAA,London Region,1336190,60,Pass
AAA,London Region,1676594,60,Withdrawn
AAA,London Region,1773377,60,Pass
AAA,London Region,1926668,60,Pass
AAA,London Region,2057803,60,Pass
AAA,London Region,2073016,60,Fail
AAA,London Region,2139353,60,Pass
AAA,London Region,2313257,360,Withdrawn
AAA,London Region,2330254,60,Pass
AAA,London Region,2369415,60,Pass
AAA,London Region,2429854,60,Fail
AAA,London Region,2624961,60,Fail
AAA,North Region,53025,60,Pass
AAA,North Region,114017,60,Pass
AAA,North Region,142326,60,Pass
AAA,North Region,147756,120,Fail
AAA,North Region,147793,90,Withdrawn
AAA,North Region,175392,60,Pass
AAA,North Region,339972,60,Pass
AAA,North Region,376439,60,Distinction
AAA,North Region,405088,120,Pass
AAA,North Region,494424,60,Fail
AAA,North Region,603861,60,Withdrawn
AAA,North Region,2358056,60,Fail
AAA,North Region,2437837,60,Pass
AAA,North Region,2550279,60,Pass
AAA,North Region,2676809,150,Fail
AAA,North Region,46844,60,Pass
AAA,North Region,133922,60,Pass
AAA,North Region,147756,120,Pass
AAA,North Region,174024,60,Pass
AAA,North Region,263952,60,Distinction
AAA,North Region,345519,60,Pass
AAA,North Region,421455,60,Pass
AAA,North Region,603861,60,Withdrawn
AAA,North Region,639053,120,Pass
AAA,North Region,684180,120,Pass
AAA,North Region,2085209,60,Pass
AAA,North Region,2578676,120,Pass
AAA,North Region,2606802,60,Fail
AAA,North Western Region,30268,60,Withdrawn
AAA,North Western Region,45642,120,Pass
AAA,North Western Region,62155,60,Pass
AAA,North Western Region,91265,60,Pass
AAA,North Western Region,102806,60,Pass
AAA,North Western Region,148993,60,Withdrawn
AAA,North Western Region,175932,60,Pass
AAA,North Western Region,175991,180,Fail
AAA,North Western Region,248270,90,Pass
AAA,North Western Region,256815,120,Pass
AAA,North Western Region,262934,60,Pass
AAA,North Western Region,281589,60,Fail
AAA,North Western Region,290757,60,Pass
AAA,North Western Region,305152,60,Fail
AAA,North Western Region,350188,60,Pass
AAA,North Western Region,392931,120,Pass
AAA,North Western Region,393207,60,Pass
AAA,North Western Region,429958,60,Pass
AAA,North Western Region,498857,60,Pass
AAA,North Western Region,544103,120,Pass
AAA,North Western Region,958987,60,Pass
AAA,North Western Region,1626710,60,Distinction
AAA,North Western Region,1686521,60,Withdrawn
AAA,North Western Region,2012966,60,Pass
AAA,North Western Region,2122180,60,Distinction
AAA,North Western Region,2146792,60,Pass
AAA,North Western Region,2164705,120,Fail
AAA,North Western Region,2197016,60,Pass
AAA,North Western Region,2479954,60,Pass
AAA,North Western Region,2498700,240,Pass
AAA,North Western Region,2523736,120,Pass
AAA,North Western Region,2529279,60,Pass
AAA,North Western Region,2576122,60,Withdrawn
AAA,North Western Region,2639540,60,Pass
AAA,North Western Region,2666246,60,Pass
AAA,North Western Region,75255,120,Pass
AAA,North Western Region,148993,60,Pass
AAA,North Western Region,294496,60,Pass
AAA,North Western Region,356170,60,Pass
AAA,North Western Region,381642,60,Withdrawn
AAA,North Western Region,402961,60,Pass
AAA,North Western Region,410092,60,Pass
AAA,North Western Region,567922,120,Withdrawn
AAA,North Western Region,1757766,60,Pass
AAA,North Western Region,2045084,120,Fail
AAA,North Western Region,2244332,60,Distinction
AAA,North Western Region,2363863,60,Distinction
AAA,North Western Region,2434159,60,Pass
AAA,North Western Region,2500258,120,Pass
AAA,North Western Region,2507842,60,Withdrawn
AAA,North Western Region,2576122,60,Fail
AAA,North Western Region,2602338,120,Fail
AAA,North Western Region,2677624,90,Pass
AAA,North Western Region,2690062,120,Withdrawn
AAA,North Western Region,2692514,120,Pass
AAA,Scotland,28400,60,Pass
AAA,Scotland,45462,60,Pass
AAA,Scotland,63400,60,Pass
AAA,Scotland,164259,60,Pass
AAA,Scotland,186149,60,Pass
AAA,Scotland,189879,120,Pass
AAA,Scotland,236284,60,Pass
AAA,Scotland,271251,60,Pass
AAA,Scotland,281022,150,Pass
AAA,Scotland,333059,120,Pass
AAA,Scotland,333323,60,Pass
AAA,Scotland,342514,60,Pass
AAA,Scotland,346843,120,Fail
AAA,Scotland,390890,90,Withdrawn
AAA,Scotland,405961,240,Withdrawn
AAA,Scotland,420087,60,Fail
AAA,Scotland,568601,60,Withdrawn
AAA,Scotland,606143,60,Fail
AAA,Scotland,1105478,60,Pass
AAA,Scotland,1729319,60,Pass
AAA,Scotland,1763015,60,Withdrawn
AAA,Scotland,1801641,60,Pass
AAA,Scotland,2149225,60,Withdrawn
AAA,Scotland,2208424,60,Pass
AAA,Scotland,2324976,60,Withdrawn
AAA,Scotland,2364471,60,Pass
AAA,Scotland,2411778,120,Withdrawn
AAA,Scotland,2456480,120,Fail
AAA,Scotland,2460080,60,Pass
AAA,Scotland,2470694,60,Withdrawn
AAA,Scotland,2599352,120,Pass
AAA,Scotland,6516,60,Pass
AAA,Scotland,70011,60,Pass
AAA,Scotland,85144,60,Pass
AAA,Scotland,141506,60,Fail
AAA,Scotland,149741,60,Pass
AAA,Scotland,228021,60,Distinction
AAA,Scotland,287204,60,Pass
AAA,Scotland,287210,60,Pass
AAA,Scotland,288994,120,Fail
AAA,Scotland,290164,60,Pass
AAA,Scotland,296424,60,Pass
AAA,Scotland,298034,120,Fail
AAA,Scotland,303985,60,Pass
AAA,Scotland,313937,60,Pass
AAA,Scotland,315744,60,Distinction
AAA,Scotland,348275,120,Withdrawn
AAA,Scotland,371710,60,Pass
AAA,Scotland,383600,60,Pass
AAA,Scotland,384203,120,Pass
AAA,Scotland,387533,60,Fail
AAA,Scotland,390890,90,Pass
AAA,Scotland,518808,60,Pass
AAA,Scotland,522482,90,Withdrawn
AAA,Scotland,537081,120,Fail
AAA,Scotland,596288,120,Pass
AAA,Scotland,603834,90,Pass
AAA,Scotland,676546,120,Withdrawn
AAA,Scotland,1686551,60,Withdrawn
AAA,Scotland,1799111,60,Pass
AAA,Scotland,1818673,120,Fail
AAA,Scotland,2010232,60,Pass
AAA,Scotland,2086400,60,Pass
AAA,Scotland,2425993,60,Pass
AAA,Scotland,2470694,60,Fail
AAA,Scotland,2474849,60,Withdrawn
AAA,Scotland,2546445,60,Withdrawn
AAA,Scotland,2680312,60,Pass
AAA,South East Region,31604,60,Pass
AAA,South East Region,134143,60,Distinction
AAA,South East Region,135400,60,Withdrawn
AAA,South East Region,187100,60,Distinction
AAA,South East Region,277880,60,Withdrawn
AAA,South East Region,286488,60,Pass
AAA,South East Region,291334,60,Distinction
AAA,South East Region,292923,180,Withdrawn
AAA,South East Region,294570,60,Pass
AAA,South East Region,294594,60,Pass
AAA,South East Region,295741,240,Fail
AAA,South East Region,298696,60,Pass
AAA,South East Region,324282,120,Pass
AAA,South East Region,335764,60,Withdrawn
AAA,South East Region,401869,60,Pass
AAA,South East Region,441018,150,Pass
AAA,South East Region,470588,60,Withdrawn
AAA,South East Region,495284,120,Pass
AAA,South East Region,512460,120,Pass
AAA,South East Region,550383,60,Pass
AAA,South East Region,1518989,60,Pass
AAA,South East Region,1765788,60,Pass
AAA,South East Region,2365101,300,Withdrawn
AAA,South East Region,2516503,60,Pass
AAA,South East Region,2639641,120,Pass
AAA,South East Region,2664024,60,Pass
AAA,South East Region,63165,60,Pass
AAA,South East Region,87431,60,Withdrawn
AAA,South East Region,95755,60,Withdrawn
AAA,South East Region,124064,120,Distinction
AAA,South East Region,130636,60,Pass
AAA,South East Region,135400,60,Pass
AAA,South East Region,139033,60,Fail
AAA,South East Region,158707,60,Withdrawn
AAA,South East Region,174094,60,Pass
AAA,South East Region,244246,60,Pass
AAA,South East Region,260623,60,Pass
AAA,South East Region,277880,120,Withdrawn
AAA,South East Region,292775,60,Pass
AAA,South East Region,302476,60,Distinction
AAA,South East Region,335764,60,Pass
AAA,South East Region,400147,60,Pass
AAA,South East Region,404356,60,Pass
AAA,South East Region,406682,60,Distinction
AAA,South East Region,409100,60,Pass
AAA,South East Region,439305,60,Pass
AAA,South East Region,470588,60,Withdrawn
AAA,South East Region,500113,120,Pass
AAA,South East Region,623710,120,Withdrawn
AAA,South East Region,628088,60,Withdrawn
AAA,South East Region,628312,120,Withdrawn
AAA,South East Region,677186,60,Pass
AAA,South East Region,1629771,60,Distinction
AAA,South East Region,1689639,60,Withdrawn
AAA,South East Region,1721270,90,Pass
AAA,South East Region,1947156,60,Pass
AAA,South East Region,1975209,60,Pass
AAA,South East Region,2365101,240,Withdrawn
AAA,South East Region,2473538,60,Pass
AAA,South East Region,2551797,60,Pass
AAA,South East Region,2551932,60,Withdrawn
AAA,South East Region,2648611,60,Pass
AAA,South Region,57506,60,Pass
AAA,South Region,94961,60,Withdrawn
AAA,South Region,101781,60,Pass
AAA,South Region,106247,60,Withdrawn
AAA,South Region,123044,60,Pass
AAA,South Region,144801,60,Pass
AAA,South Region,238007,60,Pass
AAA,South Region,240884,120,Pass
AAA,South Region,296332,60,Distinction
AAA,South Region,312537,60,Distinction
AAA,South Region,312782,60,Pass
AAA,South Region,321942,60,Pass
AAA,South Region,331358,60,Withdrawn
AAA,South Region,354858,120,Withdrawn
AAA,South Region,376581,60,Pass
AAA,South Region,591774,60,Pass
AAA,South Region,704156,120,Pass
AAA,South Region,721259,120,Withdrawn
AAA,South Region,749412,60,Pass
AAA,South Region,978739,60,Pass
AAA,South Region,1620151,60,Fail
AAA,South Region,1758449,75,Withdrawn
AAA,South Region,1889577,60,Pass
AAA,South Region,1938355,60,Pass
AAA,South Region,2080474,60,Pass
AAA,South Region,2143752,60,Pass
AAA,South Region,2255601,120,Withdrawn
AAA,South Region,2278464,60,Pass
AAA,South Region,2293923,150,Pass
AAA,South Region,2391984,60,Withdrawn
AAA,South Region,2411661,120,Fail
AAA,South Region,2412967,60,Pass
AAA,South Region,2457256,180,Pass
AAA,South Region,2461190,60,Fail
AAA,South Region,2482700,120,Pass
AAA,South Region,2536991,60,Distinction
AAA,South Region,2551220,60,Pass
AAA,South Region,2552472,120,Withdrawn
AAA,South Region,2555340,60,Pass
AAA,South Region,2566163,60,Pass
AAA,South Region,2566592,60,Pass
AAA,South Region,2569324,120,Withdrawn
AAA,South Region,2678643,60,Pass
AAA,South Region,2691244,180,Pass
AAA,South Region,24734,60,Pass
AAA,South Region,79403,60,Withdrawn
AAA,South Region,94961,60,Pass
AAA,South Region,109155,60,Pass
AAA,South Region,125018,60,Pass
AAA,South Region,130547,60,Pass
AAA,South Region,133816,60,Pass
AAA,South Region,152668,60,Withdrawn
AAA,South Region,200804,60,Pass
AAA,South Region,232307,60,Pass
AAA,South Region,266524,240,Pass
AAA,South Region,292525,60,Pass
AAA,South Region,295075,60,Pass
AAA,South Region,306646,60,Pass
AAA,South Region,309142,60,Pass
AAA,South Region,331358,60,Distinction
AAA,South Region,345440,60,Pass
AAA,South Region,353665,60,Pass
AAA,South Region,358182,120,Pass
AAA,South Region,373872,60,Pass
AAA,South Region,382095,60,Pass
AAA,South Region,383180,60,Withdrawn
AAA,South Region,387954,60,Withdrawn
AAA,South Region,391249,60,Distinction
AAA,South Region,396599,120,Fail
AAA,South Region,396655,180,Fail
AAA,South Region,468694,120,Withdrawn
AAA,South Region,533068,60,Pass
AAA,South Region,561467,90,Withdrawn
AAA,South Region,593846,120,Withdrawn
AAA,South Region,608440,120,Withdrawn
AAA,South Region,626240,120,Pass
AAA,South Region,637665,60,Pass
AAA,South Region,696578,60,Withdrawn
AAA,South Region,721259,60,Withdrawn
AAA,South Region,998493,60,Pass
AAA,South Region,1112555,60,Pass
AAA,South Region,1398979,60,Withdrawn
AAA,South Region,1715896,60,Pass
AAA,South Region,1967783,60,Pass
AAA,South Region,2436812,60,Fail
AAA,South Region,2521865,60,Pass
AAA,South Region,2569324,60,Pass
AAA,South Region,2694788,180,Fail
AAA,South West Region,75091,60,Pass
AAA,South West Region,137873,60,Pass
AAA,South West Region,141377,345,Withdrawn
AAA,South West Region,145130,120,Pass
AAA,South West Region,157568,60,Pass
AAA,South West Region,180753,120,Pass
AAA,South West Region,181316,120,Withdrawn
AAA,South West Region,183096,60,Pass
AAA,South West Region,184271,170,Pass
AAA,South West Region,192183,60,Pass
AAA,South West Region,205350,60,Pass
AAA,South West Region,246834,60,Pass
AAA,South West Region,282821,60,Pass
AAA,South West Region,311917,120,Pass
AAA,South West Region,324084,60,Pass
AAA,South West Region,334333,240,Withdrawn
AAA,South West Region,366483,60,Pass
AAA,South West Region,368194,120,Pass
AAA,South West Region,388885,60,Pass
AAA,South West Region,402470,60,Pass
AAA,South West Region,442442,120,Withdrawn
AAA,South West Region,489455,60,Pass
AAA,South West Region,588775,120,Pass
AAA,South West Region,949618,60,Pass
AAA,South West Region,969076,180,Withdrawn
AAA,South West Region,1456619,60,Withdrawn
AAA,South West Region,1847830,60,Pass
AAA,South West Region,1860318,300,Pass
AAA,South West Region,2051699,60,Pass
AAA,South West Region,2084066,60,Fail
AAA,South West Region,2412002,90,Distinction
AAA,South West Region,2559575,60,Pass
AAA,South West Region,2594139,60,Pass
AAA,South West Region,2643002,60,Pass
AAA,South West Region,2645733,180,Pass
AAA,South West Region,31600,60,Pass
AAA,South West Region,85092,60,Pass
AAA,South West Region,119902,60,Withdrawn
AAA,South West Region,121349,60,Pass
AAA,South West Region,141377,210,Pass
AAA,South West Region,167961,60,Pass
AAA,South West Region,205494,60,Pass
AAA,South West Region,243510,60,Fail
AAA,South West Region,258587,60,Distinction
AAA,South West Region,293824,60,Pass
AAA,South West Region,301967,60,Pass
AAA,South West Region,311235,60,Pass
AAA,South West Region,330594,60,Pass
AAA,South West Region,335247,60,Pass
AAA,South West Region,350156,120,Pass
AAA,South West Region,388147,300,Fail
AAA,South West Region,398171,120,Pass
AAA,South West Region,406671,60,Pass
AAA,South West Region,442064,120,Pass
AAA,South West Region,442132,60,Pass
AAA,South West Region,446108,120,Pass
AAA,South West Region,484897,120,Pass
AAA,South West Region,488990,60,Pass
AAA,South West Region,527801,120,Fail
AAA,South West Region,642878,60,Withdrawn
AAA,South West Region,852847,60,Fail
AAA,South West Region,1183831,60,Withdrawn
AAA,South West Region,1268696,60,Pass
AAA,South West Region,1456619,60,Withdrawn
AAA,South West Region,2158196,120,Withdrawn
AAA,South West Region,2165164,60,Pass
AAA,South West Region,2168833,60,Withdrawn
AAA,South West Region,2240349,60,Pass
AAA,South West Region,2404408,60,Fail
AAA,South West Region,2522927,60,Pass
AAA,South West Region,2574990,60,Fail
AAA,South West Region,2596621,60,Pass
AAA,South West Region,2633226,60,Pass
AAA,Wales,38053,60,Pass
AAA,Wales,98094,60,Pass
AAA,Wales,116541,60,Pass
AAA,Wales,202635,60,Withdrawn
AAA,Wales,255548,60,Pass
AAA,Wales,281250,60,Fail
AAA,Wales,290201,60,Pass
AAA,Wales,305539,120,Withdrawn
AAA,Wales,368824,120,Fail
AAA,Wales,404804,120,Pass
AAA,Wales,2318055,60,Withdrawn
AAA,Wales,2481901,60,Pass
AAA,Wales,58316,120,Pass
AAA,Wales,111512,60,Fail
AAA,Wales,151587,120,Withdrawn
AAA,Wales,165226,60,Fail
AAA,Wales,183057,60,Pass
AAA,Wales,254625,60,Distinction
AAA,Wales,294655,60,Fail
AAA,Wales,332884,60,Pass
AAA,Wales,354170,60,Fail
AAA,Wales,476603,120,Distinction
AAA,Wales,570317,120,Pass
AAA,Wales,677281,60,Fail
AAA,Wales,1045203,60,Pass
AAA,Wales,1511033,60,Pass
AAA,Wales,2318055,60,Pass
AAA,West Midlands Region,32885,60,Pass
AAA,West Midlands Region,70464,60,Pass
AAA,West Midlands Region,129955,60,Withdrawn
AAA,West Midlands Region,146188,60,Fail
AAA,West Midlands Region,168936,60,Pass
AAA,West Midlands Region,229179,60,Pass
AAA,West Midlands Region,258392,60,Pass
AAA,West Midlands Region,300398,60,Pass
AAA,West Midlands Region,305386,120,Pass
AAA,West Midlands Region,306107,120,Pass
AAA,West Midlands Region,307866,60,Pass
AAA,West Midlands Region,342007,60,Withdrawn
AAA,West Midlands Region,392756,120,Fail
AAA,West Midlands Region,415969,90,Withdrawn
AAA,West Midlands Region,564450,120,Fail
AAA,West Midlands Region,572652,120,Pass
AAA,West Midlands Region,705379,120,Distinction
AAA,West Midlands Region,760729,60,Distinction
AAA,West Midlands Region,971027,60,Pass
AAA,West Midlands Region,1401935,60,Fail
AAA,West Midlands Region,1465690,120,Pass
AAA,West Midlands Region,1640609,60,Pass
AAA,West Midlands Region,1970390,60,Withdrawn
AAA,West Midlands Region,2083877,120,Pass
AAA,West Midlands Region,2104505,60,Pass
AAA,West Midlands Region,2155014,60,Pass
AAA,West Midlands Region,2229865,60,Pass
AAA,West Midlands Region,2542724,60,Withdrawn
AAA,West Midlands Region,2578995,60,Pass
AAA,West Midlands Region,2600688,60,Pass
AAA,West Midlands Region,2620584,60,Fail
AAA,West Midlands Region,2691206,60,Distinction
AAA,West Midlands Region,55104,60,Pass
AAA,West Midlands Region,129955,60,Withdrawn
AAA,West Midlands Region,149962,60,Pass
AAA,West Midlands Region,236875,60,Pass
AAA,West Midlands Region,248581,60,Distinction
AAA,West Midlands Region,281636,60,Pass
AAA,West Midlands Region,304465,60,Pass
AAA,West Midlands Region,323370,120,Pass
AAA,West Midlands Region,323805,180,Withdrawn
AAA,West Midlands Region,342007,60,Pass
AAA,West Midlands Region,369834,60,Withdrawn
AAA,West Midlands Region,401404,180,Pass
AAA,West Midlands Region,402204,60,Pass
AAA,West Midlands Region,415969,60,Fail
AAA,West Midlands Region,440319,60,Withdrawn
AAA,West Midlands Region,468120,120,Fail
AAA,West Midlands Region,527100,120,Distinction
AAA,West Midlands Region,574505,120,Pass
AAA,West Midlands Region,1484804,60,Pass
AAA,West Midlands Region,1970390,120,Pass
AAA,West Midlands Region,2207874,120,Fail
AAA,West Midlands Region,2273119,60,Withdrawn
AAA,West Midlands Region,2277857,60,Pass
AAA,West Midlands Region,2297896,60,Pass
AAA,West Midlands Region,2467267,60,Pass
AAA,West Midlands Region,2509639,90,Pass
AAA,West Midlands Region,2514368,60,Distinction
AAA,West Midlands Region,2601889,60,Pass
AAA,West Midlands Region,2649800,60,Pass
AAA,Yorkshire Region,100893,60,Pass
AAA,Yorkshire Region,113295,60,Pass
AAA,Yorkshire Region,114999,60,Pass
AAA,Yorkshire Region,167906,60,Pass
AAA,Yorkshire Region,188278,120,Withdrawn
AAA,Yorkshire Region,235507,240,Withdrawn
AAA,Yorkshire Region,342972,60,Pass
AAA,Yorkshire Region,344282,60,Fail
AAA,Yorkshire Region,345357,60,Distinction
AAA,Yorkshire Region,357668,60,Fail
AAA,Yorkshire Region,368963,180,Pass
AAA,Yorkshire Region,383254,120,Pass
