id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,mean_clicks,sum_clicks
2449878,0,1,0,1,0,3,0,0,60,0,2,2.3831417624521074,622.0
2456480,0,1,1,6,2,8,1,0,120,0,1,2.506849315068493,183.0
2457256,0,1,1,8,2,8,1,0,180,0,2,3.7905882352941176,1611.0
2458355,0,1,1,3,2,8,1,0,60,0,2,3.647212543554007,4187.0
2460080,0,1,1,6,1,9,2,0,60,0,2,4.919540229885057,3424.0
2461190,0,1,1,8,1,7,2,0,60,0,1,4.063025210084033,967.0
2469673,0,1,0,12,2,2,1,0,60,0,1,3.16969696969697,523.0
2470694,0,1,0,6,1,5,2,0,60,0,3,3.2,2176.0
2479954,0,1,1,5,0,4,0,0,60,0,2,2.503875968992248,323.0
2481901,0,1,1,10,2,8,1,0,60,0,2,3.9136546184738954,1949.0
2482700,0,1,1,8,2,9,0,0,120,0,2,3.9128329297820823,1616.0
2486127,0,1,0,0,1,9,0,0,120,0,2,2.9340277777777777,1690.0
2498700,0,1,0,5,2,4,0,0,240,0,2,3.3615023474178405,2864.0
2516503,0,1,1,7,1,4,1,0,60,0,2,2.888052681091251,3070.0
2518069,0,1,1,1,0,9,0,0,60,0,2,3.61744966442953,1617.0
2521459,0,1,0,3,2,1,0,0,60,0,2,2.9696969696969697,1078.0
2523736,0,1,1,5,0,2,2,0,120,0,2,2.06140350877193,470.0
2529279,0,1,0,5,1,6,1,0,60,0,2,3.5386904761904763,1189.0
2532302,0,1,0,0,0,8,0,0,60,0,2,3.3966480446927374,1216.0
2536991,0,1,1,8,1,9,2,0,60,0,0,2.7551020408163267,1080.0
2542724,0,1,0,11,2,4,0,0,60,0,3,3.737704918032787,228.0
2551220,0,1,0,8,2,9,0,0,60,0,2,2.6381709741550696,1327.0
2552472,0,1,0,8,1,8,1,0,120,0,3,5.580645161290323,519.0
2555340,0,1,0,8,1,9,1,0,60,0,2,4.2784200385356455,4441.0
2557283,0,1,1,12,1,8,2,0,60,0,2,4.0165929203539825,7262.0
2559575,0,1,1,9,2,3,0,0,60,0,2,2.981651376146789,650.0
2562034,0,1,1,0,0,7,0,0,60,0,2,3.701492537313433,248.0
2566163,0,1,0,8,0,8,0,0,60,0,2,3.824519230769231,1591.0
2566592,0,1,0,8,0,9,1,0,60,0,2,3.511627906976744,1359.0
2569324,0,1,1,8,0,9,0,0,120,0,3,4.333333333333333,26.0
2574583,0,1,1,12,2,7,1,0,60,0,2,4.41588785046729,1890.0
2576122,0,1,1,5,0,7,0,0,60,0,3,2.9411764705882355,250.0
2578995,0,1,0,11,0,1,0,0,60,1,2,2.779874213836478,1326.0
2586560,0,1,0,0,2,8,1,0,60,0,2,3.9849108367626886,2905.0
2594139,0,1,0,9,0,5,0,0,60,0,2,6.185430463576159,1868.0
2598871,0,1,0,0,0,8,1,0,60,0,2,3.73224043715847,2049.0
2599352,0,1,0,6,0,3,0,0,120,0,2,3.5365853658536586,1160.0
2600688,0,1,1,11,0,2,0,0,60,0,2,3.9863013698630136,582.0
2606098,0,1,0,1,0,9,0,0,60,0,2,2.4797979797979797,491.0
2613116,0,1,0,3,2,1,1,0,60,0,2,4.473484848484849,1181.0
2617002,0,1,0,12,0,8,0,0,60,0,2,3.482269503546099,1473.0
2620584,0,1,1,11,0,4,0,0,60,1,1,3.1724137931034484,92.0
2639449,0,1,1,1,0,1,0,0,120,0,2,2.6303630363036303,797.0
2639540,0,1,0,5,0,9,1,0,60,0,2,2.489226869455006,1964.0
2639641,0,1,1,7,2,3,1,0,120,0,2,3.251592356687898,2042.0
2641155,0,1,1,1,2,5,1,0,60,0,2,3.091798344620015,4109.0
2643002,0,1,0,9,0,8,1,0,60,0,2,3.104591836734694,2434.0
2645733,0,1,0,9,0,4,0,0,180,0,2,2.9392265193370166,1596.0
2649826,0,1,1,0,2,6,1,0,60,0,0,3.824583866837388,5974.0
2650282,0,1,1,3,0,0,1,0,60,0,2,2.4653846153846155,641.0
2664024,0,1,1,7,1,9,1,0,60,0,2,2.8055555555555554,808.0
2666246,0,1,1,5,0,9,0,0,60,0,2,2.6493506493506493,612.0
2669816,0,1,1,12,0,9,0,0,60,0,1,2.0437956204379564,280.0
2671132,0,1,1,3,1,2,2,0,60,0,2,5.446559297218156,3720.0
2676809,0,1,0,4,1,1,0,0,150,0,1,2.3059701492537314,309.0
2678643,0,1,0,8,0,8,0,0,60,0,2,3.929553264604811,2287.0
2685865,0,1,0,1,2,3,0,0,60,0,2,3.206150341685649,2815.0
2688067,0,1,1,0,0,1,0,0,60,0,2,3.8533333333333335,289.0
2689958,0,1,1,0,0,4,1,0,60,0,0,2.2528669724770642,3929.0
2691206,0,1,0,11,0,5,0,0,60,0,0,2.784242424242424,2297.0
2691244,0,1,1,8,0,4,1,0,180,0,2,2.107142857142857,472.0
2694424,0,1,1,0,0,7,1,0,120,0,2,3.3609561752988046,4218.0
